record_id,race_year,race_round,session,race_key,driver_id,lap_number,pit_in_ms,pit_out_ms,tire_compound_before
fbc896fb8d8dea9f33f921f858534c7cfe27f056,2024,1,FP1,2024_1,SAI,17,3560137,,MEDIUM
4ac1da394cf572cf7224cd4e2616f2318634f19a,2024,1,FP1,2024_1,TSU,24,4754075,,SOFT
a9f2667ec43d300b69f4c251389c55f68ec368de,2024,1,FP2,2024_1,HUL,9,2446534,,SOFT
d25d23f7a4c02e5b6cb77702dad2f8c4b9fb85a7,2024,1,Q,2024_1,RUS,8,2834818,,SOFT
285418624c66d6941165c788a0a29737f02eaeb7,2024,1,Q,2024_1,RUS,14,4036211,,SOFT
f78bcb0ccc689fad2da14e7580e55120933dca73,2024,1,FP2,2024_1,ALO,7,2280628,,SOFT
d305889fc70ec8640ef30f52907776bc9f0677c9,2024,1,FP2,2024_1,NOR,8,2496374,,SOFT
897b4f894a7d1f2af98c5bdfb9856c1855c5c644,2024,1,FP2,2024_1,NOR,21,4300110,,SOFT
b31812ad599cf86347955da72e0d8ecdb97dfdf6,2024,1,FP2,2024_1,MAG,6,1645277,,SOFT
8afe21a2c4254de7bc4f4160a07cf786f1e58aaf,2024,1,FP3,2024_1,NOR,3,2224129,,SOFT
fb210aa070e578f284efc5659dac534a4827e192,2024,1,FP1,2024_1,LEC,15,3561399,,MEDIUM
123a1d31e98d8dc121421808fb4801f9ec3fa933,2024,1,FP2,2024_1,SAR,15,3154421,,SOFT
fdc0b85a8efd4933b7c68f10d0684a91066c30ec,2024,1,FP2,2024_1,SAI,11,2747920,,SOFT
4ca86f91f2e1589809c4d01ef0f8e3d53350f562,2024,1,R,2024_1,NOR,33,6837589,,HARD
5a0f0dd93138681c4c533aef8bd3a5d79e4ac917,2024,1,Q,2024_1,STR,6,2026834,,SOFT
08def580abae71f6551e1ba1bd9660cc3dff171e,2024,1,Q,2024_1,VER,14,4034256,,SOFT
48de1740f931ac9405b9ae3e41dcc0482772c2dd,2024,1,FP3,2024_1,SAR,7,2986151,2878982,SOFT
270c127a1857a126757326321c2558d16c2e763f,2024,1,Q,2024_1,ZHO,3,1480642,,SOFT
b8c71f93807eddd5056e73002315c07dff59b76d,2024,1,Q,2024_1,SAI,15,4071412,,SOFT
2682cc60c43eee87e86410f1ba529f90ac5e109f,2024,1,FP2,2024_1,BOT,8,2237774,,SOFT
236611f1c1e47fdf81237ed10994a4ef87cc3d10,2024,1,FP2,2024_1,BOT,25,4773924,,SOFT
8986f926683a1c6ec46155e9a7ba71e45c9e3e60,2024,1,R,2024_1,GAS,43,7873617,,HARD
7d36335bf1ecd6ef74a5b4d790bed4a4c161fd2b,2024,1,FP3,2024_1,RIC,13,4758366,,SOFT
5fa1e3fec045be1ee9f58d5a914f86f8a7a30b97,2024,1,FP1,2024_1,GAS,24,4833015,,MEDIUM
c9590ea4a9a35c89ca70923a6eb700e02dd1144c,2024,1,FP1,2024_1,STR,20,4765515,,MEDIUM
6abe648d38687a32fa449f3d168fdcc32ac0ceed,2024,1,Q,2024_1,ALB,12,3277737,,SOFT
b1cf0ae1f9f04688ff493147803a59cc68bf7b0c,2024,1,Q,2024_1,TSU,3,1475794,,SOFT
b24837b308a8e31eb3eee0407c811612ee6e20d8,2024,1,FP1,2024_1,PER,12,3049215,,MEDIUM
d81d692df924fbd2b0b1bff5492baf7b1eb09bb4,2024,1,FP2,2024_1,RIC,5,1549211,,MEDIUM
e859ebcf898e40372a94872a41b28645d65f71f1,2024,1,Q,2024_1,MAG,3,1481694,,SOFT
5984ce26c0fcb35a17e740900bafc76848584a9e,2024,1,Q,2024_1,STR,9,2749968,,SOFT
18893f8b86dc3f484084d9e2d07e83f055d53bb0,2024,1,FP2,2024_1,ZHO,28,4853975,,SOFT
9eeda0988b8d7526e5af0ca712cc888cd8ed783a,2024,1,FP1,2024_1,HAM,4,1450573,,MEDIUM
d77969ab6a45a2b4e99a762432ecca4f9b4190d7,2024,1,FP1,2024_1,HAM,7,1828738,,MEDIUM
623e9ce9e2d3cd97023e83af0dc654b4ac81429f,2024,1,FP1,2024_1,HAM,10,3099681,,MEDIUM
dd5a287fd3acc173673d4653ed6feddfb7afdc55,2024,1,FP2,2024_1,ALB,9,2455800,,SOFT
0b27f5aac52189c091b79f12059e24fdf546d8b2,2024,1,FP2,2024_1,OCO,12,3026019,,SOFT
ceb0243cbd54ec3a0745f291124ffcf472648aea,2024,1,R,2024_1,PIA,34,6938558,,HARD
310a49d1bd414aecd884dce8b459be604541b9be,2024,1,R,2024_1,ZHO,9,4497559,,SOFT
0a37c64614e7bb014aa30f68fc1ca9e245b965af,2024,1,Q,2024_1,ALO,3,1546161,,SOFT
fc8f96d9b7ebde0a77eefc3d50d9e67fc69c1f7f,2024,1,Q,2024_1,SAI,12,3294854,,SOFT
603141b0282d744cbb541c2a9e004d5d9467cf09,2024,1,Q,2024_1,LEC,3,1138523,,MEDIUM
b6f6e6f506a72d2865e378221947dc3e29962e95,2024,1,FP3,2024_1,ZHO,3,2069683,,SOFT
b271d7f8775b492e8e97cd9cb0db3ad4b121f69e,2024,1,Q,2024_1,PIA,6,1964522,,SOFT
10e69d94005853770c1e19bd4c86771065700e63,2024,1,R,2024_1,SAI,14,4970807,,SOFT
2f95f9a661d516362c4ba4c3583ccf532639f20a,2024,1,FP1,2024_1,OCO,14,3677286,,MEDIUM
010875160106cb811740eeceedd082a3f19916ce,2024,1,FP2,2024_1,SAI,3,1317884,,SOFT
04031e15144abe2efec6920dd83b3c1f4673b52e,2024,1,FP2,2024_1,SAI,6,1704486,,SOFT
b2c09ce7c84fa4a6e3bbf8c1e19aebf0d3102d7f,2024,1,FP1,2024_1,SAI,9,2075211,,MEDIUM
0d12238aa6437c37ac7b028572e54fe8db95217e,2024,1,FP3,2024_1,ALO,8,2976821,,SOFT
68aaf66349200ec132b58fec756e7b1af88a3a92,2024,1,FP3,2024_1,HAM,17,4357705,,SOFT
3490e7ef6902b3c7eedece62cd03fc273039a33e,2024,1,FP3,2024_1,SAI,11,3469199,,SOFT
6d03322e3e0130004bfcd11d353acafe655ebf10,2024,1,R,2024_1,TSU,34,6965032,,HARD
ebaf87d6294d350e0040790863350d8cd204e9b4,2024,1,FP3,2024_1,PER,17,4799149,,SOFT
69c68218db3d0d1304a12f8a21b3b3a4ed3e82a8,2024,1,FP3,2024_1,TSU,14,4794248,,SOFT
498db6474d2439276f66f6d62cc7db93c67cddb2,2024,1,R,2024_1,STR,9,4500719,,SOFT
cc234becd3e99ad45170a6697929fdb6bfe7a4b9,2024,1,FP3,2024_1,PIA,10,3912732,,SOFT
890e081d3831a38876df3370ba799605d9527c04,2024,1,FP3,2024_1,PIA,13,4821166,,SOFT
4342b6280f6d090565d34ba7af5070002f652747,2024,1,R,2024_1,HAM,12,4784838,,SOFT
5ea825761f8567bf85da59c85fd883e86bbc3c1c,2024,1,FP1,2024_1,SAR,8,2297635,,MEDIUM
f05e7eb89a7d54e6fb99318cc9fd4a5f39065c0b,2024,1,FP2,2024_1,ALO,10,3150571,,SOFT
686ca7624d5ed20ecc040e4fb06dbdcc821faa73,2024,1,Q,2024_1,OCO,9,2087765,,SOFT
13fa95fac9d29d5a3439bd7e5332e5539be4ccb9,2024,1,FP2,2024_1,VER,6,2079256,,SOFT
060dd66fdb441ff06d4e0d4def9aa25bfe1f4f48,2024,1,FP3,2024_1,SAR,3,2507888,,SOFT
596fd4c92959f45641fba026da1ef5204e088e43,2024,1,FP1,2024_1,ALO,11,3323766,,MEDIUM
0d3729e89176a4c507a5c7b6002f775962917202,2024,1,FP1,2024_1,RUS,9,2202706,,MEDIUM
a7ffc437bfb61a3a851fec3a1fedbe582f2d5570,2024,1,Q,2024_1,SAI,6,1613466,,SOFT
aaa330ce8aa9532d8d739758b63ffeeed1a5d006,2024,1,R,2024_1,PER,12,4774991,,SOFT
0013f7d40038c4d7b67e30721946cf36443946e8,2024,1,FP1,2024_1,RIC,13,3200335,,SOFT
02b113aefe55373febf53230e61f35c655e4f78b,2024,1,FP3,2024_1,NOR,12,4795964,,SOFT
9f55df11b9bcf56460217bdcfbe481be8a13bfae,2024,1,R,2024_1,RIC,13,4895789,,SOFT
61a26abda08e7ceca897d218996f8f0235ca7e75,2024,1,FP1,2024_1,ZHO,16,4846274,,SOFT
a881575371d6bac2be12d69be941e0cbce2fd651,2024,1,FP3,2024_1,RIC,3,2601864,,SOFT
6087de4e6b3bc6fa893db8af3cdc1242afeb4b69,2024,1,R,2024_1,ALO,41,7636321,,HARD
d8dbc2904c20ba84e36f520b363045357f271f8a,2024,1,R,2024_1,SAI,35,7016614,,HARD
dab22e8e3ccd1f42ea1753ee191fc29d1fa4068f,2024,1,FP1,2024_1,STR,11,3129751,,MEDIUM
21229babb31029540d00936c9c890ca63c5c316e,2024,1,FP1,2024_1,VER,12,3436506,,MEDIUM
52f67cd1a5ce85a063c952fbda78da61e10304de,2024,1,FP1,2024_1,BOT,15,3600219,,SOFT
4e44074853a8637f9b92817c75f0894ac1d73c16,2024,1,FP2,2024_1,GAS,25,4844979,,SOFT
257cec4947fa1ab010720ae33cc6f96b7f9da9af,2024,1,FP3,2024_1,SAI,6,2342542,,SOFT
8fa1b84776784c8aa62465ce9e9330814d6a7c2a,2024,1,Q,2024_1,PER,14,4047775,,SOFT
98c93ce17eff57cbb3646217ab8159482ee451e1,2024,1,FP1,2024_1,NOR,9,2619537,,MEDIUM
21319cb15901ede3605cf834103f88ee6894f88a,2024,1,FP3,2024_1,RUS,12,4893137,,SOFT
c038b13678d660460547c8d984a641772ecdcb3c,2024,1,R,2024_1,VER,17,5250291,,SOFT
af3d1896c76fee11f77096bbbf28d359fdc0b09a,2024,1,FP1,2024_1,MAG,25,4826307,,MEDIUM
1a1dc22cfd25c75f64b224cf0d284d927e6ad18e,2024,1,FP3,2024_1,SAR,13,4092758,,SOFT
d547248fa2553f7aeb536d4c0eb1c861f44ab93a,2024,1,Q,2024_1,HUL,3,1459982,,SOFT
75fac0d41fb7ba45266ee5c8fdc830bffd4d70ef,2024,1,Q,2024_1,HUL,12,3242306,,SOFT
94f9adf0c6166f0ddd4173a86867c5fe34fb021f,2024,1,Q,2024_1,SAR,6,1998541,,SOFT
c9af5f7fa7b3573168885180357886a36280f9de,2024,1,FP3,2024_1,MAG,20,4790358,,SOFT
f2760cee551da23acff350818ed9c2e7f8301513,2024,1,FP3,2024_1,ZHO,7,2598096,2483377,SOFT
c5af4db54f39a06c1b05ece1db36be667701f16a,2024,1,Q,2024_1,PIA,15,4011446,,SOFT
dd714706e5deac1e73c37618bac60526bc36526e,2024,1,Q,2024_1,NOR,9,3283342,,SOFT
8a6c51776397b895e09aa934acc9c74634f5578d,2024,1,Q,2024_1,TSU,12,3306829,,SOFT
0cadd50f00fa540390f208a72a37b0970180ca2b,2024,1,R,2024_1,MAG,11,4693697,,SOFT
578045243a0fb95693e54b5f020d3ce45041b737,2024,1,FP3,2024_1,ALO,15,4224784,,SOFT
9fe709e0681e73b2c9e09dd4b8404d98f5ba8e06,2024,1,R,2024_1,ALB,36,7167973,,HARD
122bbfe69657af609b2d93d644262e08aa282d27,2024,1,FP1,2024_1,NOR,7,1781008,,MEDIUM
6b828f5c70568c1efdbc913c0cf02afe8d49e91e,2024,1,FP1,2024_1,NOR,25,4823420,,SOFT
e84aaa47a1d496b93306a813067721ec3fb4f8a2,2024,1,FP3,2024_1,PER,3,2194869,,HARD
